latitude,longitude,cell,row,column
22.609478,114.03076599999999,12-20,12,20
22.601433,114.03776699999999,12-20,12,20
22.596394,114.04284399999999,11-20,11,20
22.59433,114.04541599999999,11-20,11,20
22.593854999999998,114.04794299999999,11-20,11,20
22.592512,114.049352,11-20,11,20
22.590654,114.051298,11-21,11,21
22.587845,114.055034,11-21,11,21
22.584046,114.05812,11-21,11,21
22.578552,114.06004399999999,11-21,11,21
22.576941,114.06091599999999,11-21,11,21
22.575929000000002,114.06237,11-21,11,21
22.575599,114.065344,11-21,11,21
22.574277,114.069929,11-21,11,21
22.571923,114.072345,11-21,11,21
22.567544,114.07265,11-21,11,21
22.567414000000003,114.072725,11-21,11,21
22.566254999999998,114.07279299999999,11-21,11,21
22.558641,114.07287,11-21,11,21
22.555767000000003,114.072961,11-21,11,21
22.555576000000002,114.07320700000001,11-21,11,21
22.555503,114.074373,11-21,11,21
22.555938,114.094921,11-21,11,21
22.556145,114.117456,11-22,11,22
22.556635,114.117828,11-22,11,22
22.556611,114.117271,11-22,11,22
22.554823000000003,114.116555,11-22,11,22
22.550759,114.11493700000001,11-22,11,22
22.543854,114.115627,10-22,10,22
22.539544,114.116396,10-22,10,22
22.539226,114.116051,10-22,10,22
22.539119,114.115578,10-22,10,22
22.538942000000002,114.115495,10-22,10,22
22.538041,114.115614,10-22,10,22
22.535096,114.116029,10-22,10,22
22.534904,114.114701,10-22,10,22
22.534394,114.11263799999999,10-22,10,22
22.534421,114.11099399999999,10-22,10,22
22.534509,114.11048000000001,10-22,10,22
